organisation_intelligence_id,organisation_entity_id,organisation_name,account_type,roles,activity_count,active_activity_count,pipeline_activity_count,country_codes,country_names,reported_budget,average_opportunity_score,high_priority_opportunities,top_equipment_categories,commercial_relevance,latest_update,source_layer
org_intel_5f33a35e6180,org_2d9e086441ac,Rockefeller Foundation,Donor,funding,5,5,0,ET; SO; TZ; KE,Ethiopia; Somalia; Tanzania; Kenya,164986509.66,54.2,3,Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_347bf7ee9941,org_620cd905c1f3,Qatar Fund for Development,Donor,funding,5,5,0,ET; SO; TZ; KE,Ethiopia; Somalia; Tanzania; Kenya,164986509.66,54.2,3,Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_728fb17c0a81,org_93e4e8d4eea1,Laerdal Global Health,Donor,funding,5,5,0,ET; SO; TZ; KE,Ethiopia; Somalia; Tanzania; Kenya,164986509.66,54.2,3,Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_375c52237302,org_9dd0cccf1b5f,HELEN KELLER INTERNATIONAL,Implementing Partner,implementing,3,3,0,KE,Kenya,153069046.0,91.6,3,Medical devices,Tier 1,,intelligence
org_intel_590eaa4d7911,org_2e14222a2144,Primary Health Care Transformation Trust Fund,Implementing Partner,implementing,4,4,0,CD; ET; TZ; KE,Democratic Republic of the Congo; Ethiopia; Tanzania; Kenya,148469112.4,60.0,3,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_e65540ca95d2,org_1d14d15ec8af,New Zealand Committee for UNICEF,Donor,funding,3,2,1,SS,South Sudan,141923582.0,83.5,3,Medical devices; Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_f7cc9e86c9c8,org_9cbfc84d2851,DEPT OF HEALTH AND SANITATION,Implementing Partner,implementing,3,3,0,KE,Kenya,135569092.0,92.0,3,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_d6df6db4fc95,org_ba2673e3148d,Global - Child Protection,Donor,funding,3,2,1,SS; RW,South Sudan; Rwanda,131783662.0,84.8,3,Medical devices,Tier 1,,intelligence
org_intel_aec3352a0970,org_24893dc9f973,CATHOLIC MEDICAL MISSION BOARD INC,Implementing Partner,implementing,3,2,1,SS,South Sudan,122020042.0,83.4,3,Medical devices; Cold Chain / Storage; Cold chain,Tier 1,,intelligence
org_intel_e6a74b410398,org_16ea1aeda7f1,SOUTH ETHIOPIA REGION BUREAU OF AGRICULTURE,Implementing Partner,implementing,3,3,0,ET,Ethiopia,104623374.0,92.8,3,Medical devices,Tier 1,,intelligence
org_intel_a191e95ac263,org_58db937a32bd,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,Donor,accountable; implementing; funding,6,6,0,RW; TZ; ET; SS,Rwanda; Tanzania; Ethiopia; South Sudan,102366267.95,58.5,3,Facility / hospital infrastructure; Facility Infrastructure; Medical Devices & Equipment; Medical devices,Tier 1,,intelligence
org_intel_515da9765b81,org_41baf85e6146,DEPARTMENT OF HEALTH TANA RIVER COUNTY,Implementing Partner,implementing,3,3,0,KE,Kenya,99245660.0,91.6,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_cd60cf06d94b,org_b674258c90fd,Oxfam Quebec,Implementing Partner,implementing,3,3,0,CD; TD; BO; GH; HN; JO; LB; PS,Democratic Republic of the Congo; TD; BO; GH; HN; JO; LB; PS,98876610.0,90.7,3,Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_c007b065eaa7,org_151a050d5a16,AMHARA BOFED AGRICULTURE,Implementing Partner,implementing,3,3,0,ET,Ethiopia,94814490.0,92.6,3,Medical devices,Tier 1,,intelligence
org_intel_d0b8fdff429a,org_b99540f30ffe,OROMIA BUREAU OF AGRICULTURE,Implementing Partner,implementing,3,3,0,ET,Ethiopia,94814490.0,92.6,3,Medical devices,Tier 1,,intelligence
org_intel_d1b239758f59,org_6d97e0de5e2e,BENISHANGUL GUMUZ REGIONAL STATE AGRICULTURE BUREAU,Implementing Partner,implementing,3,3,0,ET,Ethiopia,94814490.0,92.6,3,Medical devices,Tier 1,,intelligence
org_intel_3d46c28aefb2,org_85226be20075,TIGRAY BOFRC AGRI NUTRITION,Implementing Partner,implementing,3,3,0,ET,Ethiopia,94814490.0,92.6,3,Medical devices,Tier 1,,intelligence
org_intel_acda963a2c05,org_7a3d99dd3ace,IP not published,Implementing Partner,implementing,3,3,0,ET,Ethiopia,94814490.0,92.6,3,Medical devices,Tier 1,,intelligence
org_intel_6d959ae9774e,org_72eefd18b86c,United Republic of Tanzania,Donor,funding,3,3,0,TZ,Tanzania,86450000.0,94.6,3,Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_71b4a6818caf,org_7fa2e3536034,REGIONAL ADMINISTRATIVE SECRETARY DAR ES SALAAM,Implementing Partner,implementing,3,3,0,TZ,Tanzania,86450000.0,94.6,3,Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_45a4fdf2714e,org_e735edc59a06,BENJAMIN WILLIAM MKAPA FOUNDATION,Implementing Partner,implementing,3,3,0,TZ,Tanzania,86450000.0,94.6,3,Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_8558812c6e9e,org_bb588467f0ad,REGIONAL ADMINISTRATIVE SECRETARY TABORA,Implementing Partner,implementing,3,3,0,TZ,Tanzania,86450000.0,94.6,3,Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_5d528713ac4a,org_4e92ea7dc319,RAS KATAVI,Implementing Partner,implementing,3,3,0,TZ,Tanzania,86450000.0,94.6,3,Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_93be4116a472,org_6473b8715903,JOHANNITER UNFALL HILFE E V,Implementing Partner,implementing,3,3,0,SS,South Sudan,85890958.0,91.6,3,Medical devices,Tier 1,,intelligence
org_intel_e1acc8acc1eb,org_ca40becc3c71,RELIEF AND DEVELOPMENT FOR VULNERABLE,Implementing Partner,implementing,3,3,0,ET,Ethiopia,82241042.0,92.4,3,Medical devices,Tier 1,,intelligence
org_intel_9ebe2cc74039,org_2ce329544d3b,KENYA NATIONAL BUREAU OF STATISTICS,Implementing Partner,implementing,3,3,0,KE,Kenya,74324388.0,91.4,3,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_7dca00ee3b2f,org_900d6ddd0d61,COUNCIL OF GOVERNORS,Implementing Partner,implementing,3,3,0,KE,Kenya,74324388.0,91.4,3,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_5f0b9172c024,org_1afbb7107bd6,Uganda,Donor,funding,4,2,2,UG,Uganda,58744951.0,84.4,3,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_cb7b96a23a68,org_69e965c09e1a,TANZANIA RED CROSS SOCIETIES,Implementing Partner,implementing,3,2,1,TZ,Tanzania,56280180.0,93.2,3,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_05801b7c5133,org_6b612d693576,OFFICE OF CHIEF GOVERNMENT STATISTICIAN,Implementing Partner,implementing,3,3,0,TZ,Tanzania,53170000.0,91.5,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_7be8622e51b3,org_36f160de8f97,KASULU DISTRICT COUNCIL,Implementing Partner,implementing,3,2,1,TZ,Tanzania,52569000.0,93.3,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_9039d2a7a2d0,org_0c79de9a2f10,KIBONDO DISTRICT COUNCIL,Implementing Partner,implementing,3,2,1,TZ,Tanzania,52569000.0,93.3,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_d9fd36bbbf96,org_0f4abb43f949,KIGOMA DISTRICT COUNCIL,Implementing Partner,implementing,3,2,1,TZ,Tanzania,52569000.0,93.3,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_4fec71d4674a,org_2cd2c4fd6613,BUHIGWE DISTRICT COUNCIL,Implementing Partner,implementing,3,2,1,TZ,Tanzania,52569000.0,93.3,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_325df3c83633,org_a443b30393c1,DED KAKONKO DISTRICT COUNCIL,Implementing Partner,implementing,3,2,1,TZ,Tanzania,52569000.0,93.3,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_4829b760a99e,org_5b3ac826b32b,KIGOMA UJIJI MUNICIPAL COUNCIL,Implementing Partner,implementing,3,2,1,TZ,Tanzania,52569000.0,93.3,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_ef4c4d11a5eb,org_4ecba2ed6cbd,UVINZA DISTRICT COUNCIL,Implementing Partner,implementing,3,2,1,TZ,Tanzania,52569000.0,93.3,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_d01e152963c2,org_b415a131a6b2,KASULU TOWN COUNCIL DEVELOPMENT,Implementing Partner,implementing,3,2,1,TZ,Tanzania,52569000.0,93.3,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_1d0e66b872f5,org_c9d45efcc939,D TREE INTERNATIONAL,Implementing Partner,implementing,3,3,0,TZ,Tanzania,52090550.0,93.9,3,Medical devices; Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
org_intel_cf16b40747ab,org_45505f7316cd,RBC RWANDA BIOMEDICAL CENTER,Implementing Partner,implementing,3,3,0,RW,Rwanda,49297384.0,91.9,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_a0a5dfb20229,org_402c92a77e1c,Première Urgence Internationale,Reporting Organisation,reporting,3,3,0,PS; ET; NG; BF; CD; SY; VE; FR,PS; Ethiopia; NG; BF; Democratic Republic of the Congo; SY; VE; FR,45000000.0,68.9,3,Medical devices,Tier 1,,intelligence
org_intel_59b0cb8e61a3,org_3d2c9c3cf59d,NATIONAL CHILD DEVELOPMENT AGENCY TUBARERE MUMURYANGO PROGRAMME,Implementing Partner,implementing,3,3,0,RW,Rwanda,41263102.0,73.1,3,Medical devices,Tier 1,,intelligence
org_intel_aa08c96838ac,org_1ac00102e41d,MINISTRY OF YOUTH CULTURE ARTS AND SPORT,Implementing Partner,implementing,3,2,1,TZ,Tanzania,39713862.0,82.9,3,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_9f74dffe3a22,org_69eef5a47b25,UNIVERISTY OF RWANDA HOLDINGS GROUP LTD,Implementing Partner,implementing,3,2,1,RW,Rwanda,39621906.0,84.3,3,Medical devices,Tier 1,,intelligence
org_intel_aab1a6c0786d,org_0b57822dc8f7,INTERCHURCH MEDICAL ASSISTANCE INC,Implementing Partner,implementing,3,3,0,TZ,Tanzania,37760002.0,91.1,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_81cd98870829,org_dac65b09c0c6,REGIONAL ADMINISTRATIVE SECRETARY IRINGA,Implementing Partner,implementing,3,3,0,TZ,Tanzania,33793682.0,81.2,3,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_ac9a98d450e2,org_77742aefdb9d,"Imperial College of Science, Technology and Medicine",Implementing Partner,reporting; implementing,7,7,0,CD; MZ; TZ; ET; BW; GN; MW; ZA; VN; GM; GH; BF; KE; SD; ZM; CM; NG; UG; NZ; GB; LK; LB; RW,Democratic Republic of the Congo; MZ; Tanzania; Ethiopia; BW; GN; MW; ZA; VN; GM; GH; BF; Kenya; SD; ZM; CM; NG; Uganda; NZ; GB; LK; LB; Rwanda,27593729.0,63.5,3,Diagnostic equipment; Diagnostic Equipment; Laboratory equipment; Medical devices,Tier 1,,intelligence
org_intel_dced49339927,org_4969935b4c45,eHealth Africa,Implementing Partner,implementing,3,3,0,ZA; AO; CM; CD; ET; GH; CI; KE; MG; NG; ZW; SN; UG; ZM; TD; CG; NE; SO; TZ,ZA; AO; CM; Democratic Republic of the Congo; Ethiopia; GH; CI; Kenya; MG; NG; ZW; SN; Uganda; ZM; TD; CG; NE; Somalia; Tanzania,24805652.0,79.2,3,Facility / hospital infrastructure; Facility Infrastructure; Laboratory equipment; Medical devices,Tier 1,,intelligence
org_intel_3e188c27aa0d,org_409db938cd97,"Results for Development Institute, Inc.",Implementing Partner,implementing,6,6,0,ET; GH; TZ; ID; NG; BF; IN; KE; MG,Ethiopia; GH; Tanzania; ID; NG; BF; IN; Kenya; MG,19368643.0,64.9,3,Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_863ae2b09cd7,org_235f3aa315c1,The George Washington University,Implementing Partner,implementing,3,3,0,GH; KE; ZM; IN; PK; TZ; NG,GH; Kenya; ZM; IN; PK; Tanzania; NG,17563596.0,70.4,3,Diagnostic equipment; Laboratory equipment,Tier 1,,intelligence
org_intel_31e5e7b4e5c7,org_9c25c6e3a564,International Bank for Reconstruction and Development,Implementing Partner,accountable; implementing,7,7,0,ET; KE; SS; RW; UG,Ethiopia; Kenya; South Sudan; Rwanda; Uganda,16300000.0,59.9,3,Facility / hospital infrastructure; Health IT / information systems; IT / Health Information Systems; Medical devices,Tier 1,,intelligence
org_intel_13398c6b9502,org_c29c5dc85213,VillageReach,Implementing Partner,implementing,5,5,0,CD,Democratic Republic of the Congo,13407986.0,65.5,3,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_51e644db3d3b,org_db16edc19982,Democratic Republic of the Congo,Donor,funding,4,4,0,CD,Democratic Republic of the Congo,11481986.09,62.4,3,Medical devices,Tier 1,,intelligence
org_intel_892528dba50f,org_914043e26151,Gates Philanthropy Partners,Donor,funding,3,3,0,SS; ET; KE,South Sudan; Ethiopia; Kenya,9308305.43,77.9,3,Diagnostic Equipment; Diagnostic equipment; Laboratory equipment,Tier 1,,intelligence
org_intel_955508462fe0,org_99d2a5458aa2,Mohamed bin Zayed Foundation for Humanity,Donor,funding,3,3,0,SS; ET; KE,South Sudan; Ethiopia; Kenya,9308305.43,77.9,3,Diagnostic Equipment; Diagnostic equipment; Laboratory equipment,Tier 1,,intelligence
org_intel_9dcf0ed409e8,org_12729e2ab71c,University of Birmingham,Implementing Partner,implementing; reporting,4,4,0,CD; NG; KE; GB; US; RW; KH; SO; ZA; VN; ZW; IN; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; ET; MM; SS; ID; NP; TN; TZ,Democratic Republic of the Congo; NG; Kenya; GB; US; Rwanda; KH; Somalia; ZA; VN; ZW; IN; GH; SY; TL; IQ; EG; YE; TH; MW; MY; PH; PK; JO; BD; Ethiopia; MM; South Sudan; ID; NP; TN; Tanzania,8902461.81,72.5,3,Facility / hospital infrastructure; Medical devices; Facility Infrastructure; Vehicles & Transport,Tier 1,,intelligence
org_intel_204c7e8a0f65,org_6af3d897abd7,Deutsche Welthungerhilfe e.V.,Implementing Partner,implementing,4,4,0,ET; KE; UG,Ethiopia; Kenya; Uganda,4888764.0,61.7,3,Medical devices,Tier 1,,intelligence
org_intel_0a07ac3de1e9,org_907072286e8c,"Ministry of Development Cooperation and Humanitarian Affairs, Luxembourg",Donor,funding,3,3,0,SS; UG; ET,South Sudan; Uganda; Ethiopia,3824361.22,71.1,3,Medical devices; Diagnostic Equipment; Diagnostic equipment; Laboratory equipment,Tier 1,,intelligence
org_intel_2dc36c583718,org_fc65fad47401,"Gilead Sciences, Inc.",Donor,funding,5,5,0,SO; ET; KE; SS,Somalia; Ethiopia; Kenya; South Sudan,3598993.11,56.9,3,Medical devices,Tier 1,,intelligence
org_intel_40a4fe535dcf,org_3df27e00e3c8,NATIONAL BUREAU OF STATISTICS,Implementing Partner,implementing,2,2,0,SS,South Sudan,941552810.0,80.0,2,Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_ae0eadec6775,org_2311ee0131b6,MINISTRY OF FINANCE AND PLANNING,Implementing Partner,implementing,2,2,0,SS,South Sudan,714001416.0,93.8,2,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_6b6ad7984256,org_16afe6ac44e9,ACTION OF THE FUTURE,Implementing Partner,implementing,3,2,1,CD,Democratic Republic of the Congo,492133024.0,82.0,2,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_0bd68fe785d6,org_082ad75cc409,PROGRAMME DE PROMOTION DES SOINS DE SANTE PRIMAIRES,Implementing Partner,implementing,3,2,1,CD,Democratic Republic of the Congo,435998394.0,81.8,2,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_9a89a24e254c,org_d3ae4ef5f777,ACTION DES VOLONTAIRES UNIS POUR LE DEVELOPPEMENT ET LA SANTE,Implementing Partner,implementing,3,1,2,CD,Democratic Republic of the Congo,413222464.0,83.6,2,Medical devices; Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_0d845446ba25,org_1c965c215fba,APPUI MEDICAL INTEGRE AUX ACTIVITES DE LABORATOIRE,Implementing Partner,implementing,3,1,2,CD,Democratic Republic of the Congo,408424174.0,83.6,2,Medical devices,Tier 1,,intelligence
org_intel_d63fa8aa4963,org_e66f5c1e7c29,MINISTERE DE LA SANTE PNLS,Implementing Partner,implementing,2,2,0,CD,Democratic Republic of the Congo,356868850.0,94.0,2,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_8aacccb99fc9,org_7827d97e7c4a,PROGRAMME NATIONAL DE SANTE DES ADOLESCENTS PNSA KINSHASA,Implementing Partner,implementing,2,2,0,CD,Democratic Republic of the Congo,356868850.0,94.0,2,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_50d822c13046,org_c161fa3379a6,MINISTERE DE LA SANTE PUBLIQUE,Implementing Partner,implementing,2,2,0,CD,Democratic Republic of the Congo,356868850.0,94.0,2,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_94deb07aed32,org_ccfed3e7b2f0,DIVISION PROV PLAN KATANGA,Implementing Partner,implementing,2,2,0,CD,Democratic Republic of the Congo,305616000.0,93.8,2,Medical devices,Tier 1,,intelligence
org_intel_a2449a88170b,org_5be3af5ac51e,WORLD VISION,Implementing Partner,implementing,2,2,0,CD,Democratic Republic of the Congo,305616000.0,93.8,2,Medical devices,Tier 1,,intelligence
org_intel_191c542b0e64,org_201c135b3f3f,DIV PLAN KASAI OCC,Implementing Partner,implementing,2,2,0,CD,Democratic Republic of the Congo,305616000.0,93.8,2,Medical devices,Tier 1,,intelligence
org_intel_3b20f5134e17,org_1391dbf2c2f9,ECOLE DE SANTE PUBLIQUE DE KINSHASA,Implementing Partner,implementing,2,2,0,CD,Democratic Republic of the Congo,305616000.0,93.8,2,Medical devices,Tier 1,,intelligence
org_intel_32b08d4a684f,org_1463841757cb,INTERNATIONAL EMERGENCY AND DEVELOPMENT AID RELIEF,Implementing Partner,implementing,2,2,0,CD,Democratic Republic of the Congo,305616000.0,93.8,2,Medical devices,Tier 1,,intelligence
org_intel_89230f095546,org_c08f6d4f0524,DIVISION PROVINCIALE DE LA SANTE DU KONGO CENTRAL,Implementing Partner,implementing,2,2,0,CD,Democratic Republic of the Congo,300734220.0,93.7,2,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_836c6b4fa395,org_7d08da61c063,DPS MAI NDOMBE DIVISION PROVINCIALE DE LA SANTE,Implementing Partner,implementing,2,2,0,CD,Democratic Republic of the Congo,300734220.0,93.7,2,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_7ae49eabf4f8,org_59a054fb2d03,VODACASH SA,Implementing Partner,implementing,2,2,0,CD,Democratic Republic of the Congo,300734220.0,93.7,2,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_849c47d46318,org_a5996b5c78d8,WESTERN UNION US,Implementing Partner,implementing,2,2,0,CD,Democratic Republic of the Congo,300734220.0,93.7,2,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_e408d5b43d18,org_d6700c44660e,Country - Thematic Humanitarian Res,Donor,funding,2,2,0,SO,Somalia,289853930.0,93.9,2,Facility / hospital infrastructure,Tier 1,,intelligence
org_intel_048eb46af2f3,org_b182fa5dd717,ACTIONS POUR LA REHABILITATION ET LA PROMOTION SOCIALE,Implementing Partner,implementing,2,1,1,CD,Democratic Republic of the Congo,277958290.0,96.4,2,Facility / hospital infrastructure; Medical devices,Tier 1,,intelligence
org_intel_9b5ec60ef593,org_7271cd6eeb5b,SOCIAL DEVELOPMENT CENTER,Implementing Partner,implementing,2,1,1,CD,Democratic Republic of the Congo,273160000.0,96.4,2,Medical devices,Tier 1,,intelligence
org_intel_c82215d59ad8,org_0b0563aa7e1c,DIVISION PROVINCIALE DE LA COMMUNICATION ET MEDIAS HAUT KATANGA,Implementing Partner,implementing,2,1,1,CD,Democratic Republic of the Congo,273160000.0,96.4,2,Medical devices,Tier 1,,intelligence
org_intel_400c20a4ce93,org_614d7dab6031,BUREAU DIOCESAIN DE DEVELOPPEMENT LUEBO,Implementing Partner,implementing,2,1,1,CD,Democratic Republic of the Congo,273160000.0,96.4,2,Medical devices,Tier 1,,intelligence
org_intel_55a68bfcf648,org_8003ca61db62,SERVICE DE COMMUNICATION ET MEDIAS DU TANGANYIKA,Implementing Partner,implementing,2,1,1,CD,Democratic Republic of the Congo,273160000.0,96.4,2,Medical devices,Tier 1,,intelligence
org_intel_9a776cccb4ef,org_08de8684343a,SOMALILAND NATIONAL AIDS COMMISSION,Implementing Partner,implementing,2,2,0,SO,Somalia,234470544.0,97.0,2,Facility / hospital infrastructure; Facility Infrastructure,Tier 1,,intelligence
